Title,Company,Level,Skills,JobID
Social Media Moderator,Unicity,Experienced,English,5080
Social Media Moderator,Unicity,Experienced,Editing,5081
Social Media Moderator,Unicity,Experienced,SEO,5082
Social Media Moderator,Unicity,Experienced,Marketing/PR/Advertising,5083
Project Finance Manager,Takween Integrated Community Development,Manager,Accounting,5084
Project Finance Manager,Takween Integrated Community Development,Manager,CPA,5085
Project Finance Manager,Takween Integrated Community Development,Manager,Project Management,5086
Project Finance Manager,Takween Integrated Community Development,Manager,Financial Analysis,5087
Project Finance Manager,Takween Integrated Community Development,Manager,Commerce,5088
Project Finance Manager,Takween Integrated Community Development,Manager,Communication Skills,5089
Project Finance Manager,Takween Integrated Community Development,Manager,Risk Management,5090
Project Finance Manager,Takween Integrated Community Development,Manager,English,5091
Project Finance Manager,Takween Integrated Community Development,Manager,Software,5092
Accountant,Confidential,Shift Based,Accounting,5093
Accountant,Confidential,Shift Based,Odoo,5094
Accountant,Confidential,Shift Based,Advanced Excel,5095
Accountant,Confidential,Shift Based,Finance,5096
Accountant,Confidential,Shift Based,Financial Analysis,5097
Accountant,Confidential,Shift Based,Financial Management,5098
Accountant,Confidential,Shift Based,ERP,5099
Accountant,Confidential,Shift Based,Computer Skills,5100
Accountant,Confidential,Shift Based,Microsoft Office,5101
Sales Engineer,Desklab,Experienced,Males Preferred,5102
Sales Engineer,Desklab,Experienced,Autodesk,5103
Sales Engineer,Desklab,Experienced,Revit,5104
Sales Engineer,Desklab,Experienced,BIM,5105
Sales Engineer,Desklab,Experienced,MEP,5106
Sales Engineer,Desklab,Experienced,Inventor,5107
Sales Engineer,Desklab,Experienced,Structural,5108
Sales Engineer,Desklab,Experienced,Sales Skills,5109
Sales Engineer,Desklab,Experienced,Marketing,5110
Sales Engineer,Desklab,Experienced,Business Development,5111
Sales Engineer,Desklab,Experienced,3ds Max,5112
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,SEM,5113
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,Google Analytics,5114
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,Google Adwords,5115
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,Campaigns,5116
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,ROI,5117
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,Social Media,5118
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,Ecommerce,5119
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,E-marketing,5120
Digital Marketing Specialist (Ecommerce),Confidential,Experienced,Marketing/PR/Advertising,5121
Website Designer (Ecommerce),Confidential,Experienced,UX,5122
Website Designer (Ecommerce),Confidential,Experienced,Web Design,5123
Website Designer (Ecommerce),Confidential,Experienced,IT,5124
Website Designer (Ecommerce),Confidential,Experienced,JavaScript,5125
Website Designer (Ecommerce),Confidential,Experienced,jQuery,5126
Website Designer (Ecommerce),Confidential,Experienced,CSS,5127
Website Designer (Ecommerce),Confidential,Experienced,HTML,5128
Website Designer (Ecommerce),Confidential,Experienced,Photoshop,5129
Website Designer (Ecommerce),Confidential,Experienced,Illustrator,5130
Website Designer (Ecommerce),Confidential,Experienced,InDesign,5131
Website Designer (Ecommerce),Confidential,Experienced,Ecommerce,5132
Website Designer (Ecommerce),Confidential,Experienced,Creative/Design/Art,5133
Online Marketing Specialist,As Good As New,Experienced,Social Media,5134
Online Marketing Specialist,As Good As New,Experienced,Google Analytics,5135
Online Marketing Specialist,As Good As New,Experienced,Google Adwords,5136
Online Marketing Specialist,As Good As New,Experienced,Digital Marketing,5137
Online Marketing Specialist,As Good As New,Experienced,Facebook Ads,5138
Online Marketing Specialist,As Good As New,Experienced,English,5139
Online Marketing Specialist,As Good As New,Experienced,Communication,5140
Online Marketing Specialist,As Good As New,Experienced,Dutch,5141
Laravel Developer,As Good As New,Entry Level,PHP,5142
Laravel Developer,As Good As New,Entry Level,MySQL,5143
Laravel Developer,As Good As New,Entry Level,REST API,5144
Laravel Developer,As Good As New,Entry Level,Testing,5145
Laravel Developer,As Good As New,Entry Level,Design,5146
Laravel Developer,As Good As New,Entry Level,Information Technology (IT),5147
Laravel Developer,As Good As New,Entry Level,Computer Science,5148
Laravel Developer,As Good As New,Entry Level,IT/Software Development,5149
Senior Digital Marketing Specialist,brandimic,Work From Home,Digital Marketing,5150
Senior Digital Marketing Specialist,brandimic,Work From Home,Social Media,5151
Senior Digital Marketing Specialist,brandimic,Work From Home,E-marketing,5152
Senior Digital Marketing Specialist,brandimic,Work From Home,Online Marketing,5153
Senior Digital Marketing Specialist,brandimic,Work From Home,Campaigns,5154
Senior Digital Marketing Specialist,brandimic,Work From Home,Marketing/PR/Advertising,5155
Senior Digital Marketing Specialist,brandimic,Work From Home,Media/Journalism/Publishing,5156
Ionic Developer,As Good As New,Work From Home,Information Technology (IT),5157
Ionic Developer,As Good As New,Work From Home,Ionic,5158
Ionic Developer,As Good As New,Work From Home,Software Development,5159
Ionic Developer,As Good As New,Work From Home,HTML,5160
Ionic Developer,As Good As New,Work From Home,CSS,5161
Ionic Developer,As Good As New,Work From Home,javaScript,5162
Ionic Developer,As Good As New,Work From Home,Computer Science,5163
Ionic Developer,As Good As New,Work From Home,Back End,5164
Ionic Developer,As Good As New,Work From Home,SOAP,5165
Ionic Developer,As Good As New,Work From Home,RESTful,5166
Agriculture Equipment Maintenance Manager,Nile Sugar,Manager,Maintenance,5167
Agriculture Equipment Maintenance Manager,Nile Sugar,Manager,Management,5168
Agriculture Equipment Maintenance Manager,Nile Sugar,Manager,Mechanical Engineering,5169
Agriculture Equipment Maintenance Manager,Nile Sugar,Manager,Installation/Maintenance/Repair,5170
Agriculture Equipment Maintenance Manager,Nile Sugar,Manager,Operations/Management,5171
Linux System Administrator,Add Pluses,Part Time,1-2 Yrs of Exp,5172
Linux System Administrator,Add Pluses,Part Time,Males Only,5173
Linux System Administrator,Add Pluses,Part Time,Linux,5174
Linux System Administrator,Add Pluses,Part Time,System Administration,5175
Linux System Administrator,Add Pluses,Part Time,Apache,5176
Linux System Administrator,Add Pluses,Part Time,MySQL,5177
Linux System Administrator,Add Pluses,Part Time,Communication,5178
Linux System Administrator,Add Pluses,Part Time,Tomcat,5179
Linux System Administrator,Add Pluses,Part Time,Configuring,5180
Linux System Administrator,Add Pluses,Part Time,Shell Scripting,5181
Senior Graphic Designer,Unicity,Experienced,Adobe Illustrator,5182
Senior Graphic Designer,Unicity,Experienced,Adobe Photoshop,5183
Senior Graphic Designer,Unicity,Experienced,Creativity,5184
Senior Graphic Designer,Unicity,Experienced,Communication Skills,5185
Senior Graphic Designer,Unicity,Experienced,Real Estate,5186
Senior Graphic Designer,Unicity,Experienced,Creative/Design/Art,5187
Receptionist,First Group,Entry Level,Females Only,5188
Receptionist,First Group,Entry Level,Administration,5189
Receptionist,First Group,Entry Level,Office Management,5190
Receptionist,First Group,Entry Level,Communication Skills,5191
Receptionist,First Group,Entry Level,Customer Care,5192
Receptionist,First Group,Entry Level,Secretary,5193
Receptionist,First Group,Entry Level,Administration,5194
IT Specialist,Dynamicslink,Experienced,Information Technology (IT),5195
IT Specialist,Dynamicslink,Experienced,HW,5196
IT Specialist,Dynamicslink,Experienced,Computer Science,5197
IT Specialist,Dynamicslink,Experienced,Maintenance,5198
IT Specialist,Dynamicslink,Experienced,Installation,5199
IT Specialist,Dynamicslink,Experienced,Networks,5200
IT Specialist,Dynamicslink,Experienced,Medical,5201
IT Specialist,Dynamicslink,Experienced,IT/Software Development,5202
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,4-6 Yrs of Exp,5203
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,Digital Marketing,5204
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,E-marketing,5205
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,Social Media,5206
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,English,5207
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,Arabic,5208
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,Medicals,5209
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,Hospitals,5210
Digital Marketing Specialist - Remotely -Part...,Dimensions,Freelance / Project,Marketing/PR/Advertising,5211
Senior System Engineer,Centro Global Solutions,Experienced,Software,5212
Senior System Engineer,Centro Global Solutions,Experienced,System Administration,5213
Senior System Engineer,Centro Global Solutions,Experienced,Systems,5214
Senior System Engineer,Centro Global Solutions,Experienced,Security,5215
Senior System Engineer,Centro Global Solutions,Experienced,Configuration,5216
Senior System Engineer,Centro Global Solutions,Experienced,Information Technology (IT),5217
Senior System Engineer,Centro Global Solutions,Experienced,Computer Science,5218
Senior System Engineer,Centro Global Solutions,Experienced,SQL,5219
Call Center Agent,First Group,Entry Level,Males Only,5220
Call Center Agent,First Group,Entry Level,Customer Service,5221
Call Center Agent,First Group,Entry Level,Call Center,5222
Call Center Agent,First Group,Entry Level,Customer Support,5223
Call Center Agent,First Group,Entry Level,Customer Care,5224
Call Center Agent,First Group,Entry Level,Communication Skills,5225
Call Center Agent,First Group,Entry Level,Customer Service/Support,5226
Graphic Designer,Confidential,Experienced,Adobe Photoshop,5227
Graphic Designer,Confidential,Experienced,Adobe Illustrator,5228
Graphic Designer,Confidential,Experienced,Motion Graphics,5229
Graphic Designer,Confidential,Experienced,Creative/Design/Art,5230
Graphic Designer,Confidential,Experienced,Marketing/PR/Advertising,5231
Front End/UI Developer,Cybertron International Inc.,Entry Level,Information Technology (IT),5232
Front End/UI Developer,Cybertron International Inc.,Entry Level,UI,5233
Front End/UI Developer,Cybertron International Inc.,Entry Level,Front End,5234
Front End/UI Developer,Cybertron International Inc.,Entry Level,Software Development,5235
Front End/UI Developer,Cybertron International Inc.,Entry Level,Software Engineering,5236
Front End/UI Developer,Cybertron International Inc.,Entry Level,Web Development,5237
Front End/UI Developer,Cybertron International Inc.,Entry Level,PHP,5238
Front End/UI Developer,Cybertron International Inc.,Entry Level,Agile,5239
Front End/UI Developer,Cybertron International Inc.,Entry Level,Webpack,5240
Senior UX Designer,Arabian Systems,Experienced,UX,5241
Senior UX Designer,Arabian Systems,Experienced,UX Design,5242
Senior UX Designer,Arabian Systems,Experienced,Computer Science,5243
Senior UX Designer,Arabian Systems,Experienced,HTML5,5244
Senior UX Designer,Arabian Systems,Experienced,javaScript,5245
Senior UX Designer,Arabian Systems,Experienced,CSS3,5246
Senior UX Designer,Arabian Systems,Experienced,IT/Software Development,5247
Business Coordinator,FloraDoor,Entry Level,English,5248
Business Coordinator,FloraDoor,Entry Level,Communication Skills,5249
Business Coordinator,FloraDoor,Entry Level,Business Administration,5250
Business Coordinator,FloraDoor,Entry Level,Flowers,5251
Business Coordinator,FloraDoor,Entry Level,Coordinator,5252
Business Coordinator,FloraDoor,Entry Level,Customer Service,5253
Business Coordinator,FloraDoor,Entry Level,Customer Care,5254
Business Coordinator,FloraDoor,Entry Level,Customer Support,5255
Senior Real Estate Sales Executive,Unicity,Experienced,Sales Skills,5256
Senior Real Estate Sales Executive,Unicity,Experienced,Sales Target,5257
Senior Real Estate Sales Executive,Unicity,Experienced,Communication Skills,5258
Senior Real Estate Sales Executive,Unicity,Experienced,Direct Sales,5259
Senior Real Estate Sales Executive,Unicity,Experienced,English,5260
Senior Real Estate Sales Executive,Unicity,Experienced,Commercial,5261
Senior Real Estate Sales Executive,Unicity,Experienced,Customer Service,5262
Senior Real Estate Sales Executive,Unicity,Experienced,Real Estate,5263
Senior Real Estate Sales Executive,Unicity,Experienced,Sales/Retail,5264
Senior Software Developer (Python - AI),CrossWorkers,Experienced,Information Technology (IT),5265
Senior Software Developer (Python - AI),CrossWorkers,Experienced,Software Development,5266
Senior Software Developer (Python - AI),CrossWorkers,Experienced,Software Engineering,5267
Senior Software Developer (Python - AI),CrossWorkers,Experienced,Python,5268
Senior Software Developer (Python - AI),CrossWorkers,Experienced,Programming,5269
Senior Software Developer (Python - AI),CrossWorkers,Experienced,C++,5270
Senior Software Developer (Python - AI),CrossWorkers,Experienced,Web Applications,5271
Senior Software Developer (Python - AI),CrossWorkers,Experienced,Frameworks,5272
Reporting Analyst,Sykes Enterprises,Entry Level,SQL,5273
Reporting Analyst,Sykes Enterprises,Entry Level,Call Center,5274
Reporting Analyst,Sykes Enterprises,Entry Level,Power BI,5275
Reporting Analyst,Sykes Enterprises,Entry Level,Administration,5276
Reporting Analyst,Sykes Enterprises,Entry Level,Analysis,5277
Reporting Analyst,Sykes Enterprises,Entry Level,Administration,5278
Reporting Analyst,Sykes Enterprises,Entry Level,Analyst/Research,5279
Web Developer,harfco,Experienced,Computer Science,5280
Web Developer,harfco,Experienced,Web Development,5281
Web Developer,harfco,Experienced,Software Development,5282
Web Developer,harfco,Experienced,Engineering,5283
Web Developer,harfco,Experienced,HTML,5284
Web Developer,harfco,Experienced,CSS,5285
Web Developer,harfco,Experienced,IT/Software Development,5286
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,Software Development,5287
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,Computer Science,5288
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,Software Engineering,5289
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,C++,5290
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,Programming,5291
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,Web Applications,5292
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,Frameworks,5293
Senior Software Developer (C++ - AI),CrossWorkers,Experienced,Python,5294
Fixed Assets & General Ledger Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Financial Analysis,5295
Fixed Assets & General Ledger Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Management,5296
Fixed Assets & General Ledger Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounting,5297
Fixed Assets & General Ledger Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Commerce,5298
Fixed Assets & General Ledger Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Fixed Assets & General Ledger,5299
Fixed Assets & General Ledger Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounting/Finance,5300
Executive Assistant,harfco,Experienced,Office Management,5301
Executive Assistant,harfco,Experienced,Secretary,5302
Executive Assistant,harfco,Experienced,Microsoft Office,5303
Executive Assistant,harfco,Experienced,Communication Skills,5304
Executive Assistant,harfco,Experienced,Administration,5305
Interior Designer,harfco,Experienced,AutoCAD,5306
Interior Designer,harfco,Experienced,Engineering,5307
Interior Designer,harfco,Experienced,Interior Designer,5308
Interior Designer,harfco,Experienced,Engineering - Construction/Civil/Architecture,5309
Interior Designer,harfco,Experienced,Creative/Design/Art,5310
Senior Business Development - Digital Advertising...,Premier Services and Recruitment,Experienced,Business Development,5311
Senior Business Development - Digital Advertising...,Premier Services and Recruitment,Experienced,Digital Advertising,5312
Senior Business Development - Digital Advertising...,Premier Services and Recruitment,Experienced,Marketing,5313
Senior Business Development - Digital Advertising...,Premier Services and Recruitment,Experienced,Sales Skills,5314
Senior Business Development - Digital Advertising...,Premier Services and Recruitment,Experienced,Industry,5315
Senior Business Development - Digital Advertising...,Premier Services and Recruitment,Experienced,Business Development,5316
Senior Business Development - Digital Advertising...,Premier Services and Recruitment,Experienced,Marketing/PR/Advertising,5317
Inventory Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Inventory,5318
Inventory Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Finance,5319
Inventory Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Financial Analysis,5320
Inventory Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Commerce,5321
Inventory Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Management Accounting,5322
Inventory Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounting/Finance,5323
Operations Supervisor,InfoFort Egypt S.A.E.,Manager,Management,5324
Operations Supervisor,InfoFort Egypt S.A.E.,Manager,MS Office,5325
Operations Supervisor,InfoFort Egypt S.A.E.,Manager,English,5326
Operations Supervisor,InfoFort Egypt S.A.E.,Manager,Operations/Management,5327
Proposal Supervisor ( Energy & Infrastructure...,Confidential,Experienced,Tendering,5328
Proposal Supervisor ( Energy & Infrastructure...,Confidential,Experienced,Power Engineering,5329
Proposal Supervisor ( Energy & Infrastructure...,Confidential,Experienced,Project/Program Management,5330
Proposal Supervisor ( Energy & Infrastructure...,Confidential,Experienced,Engineering - Mechanical/Electrical,5331
Proposal Supervisor ( Energy & Infrastructure...,Confidential,Experienced,Engineering - Oil & Gas/Energy,5332
Technical Sales Coordinator,Brilliant Engineering,Experienced,Mechanical Engineering,5333
Technical Sales Coordinator,Brilliant Engineering,Experienced,English,5334
Technical Sales Coordinator,Brilliant Engineering,Experienced,Sales Skills,5335
Technical Sales Coordinator,Brilliant Engineering,Experienced,Sales Target,5336
Technical Sales Coordinator,Brilliant Engineering,Experienced,Customer Service,5337
Technical Sales Coordinator,Brilliant Engineering,Experienced,HVAC,5338
Technical Sales Coordinator,Brilliant Engineering,Experienced,Sales/Retail,5339
E-Marketing Specialist,Brilliant Engineering,Entry Level,Social Media Ads,5340
E-Marketing Specialist,Brilliant Engineering,Entry Level,English,5341
E-Marketing Specialist,Brilliant Engineering,Entry Level,Electrical Engineering,5342
E-Marketing Specialist,Brilliant Engineering,Entry Level,Mechanical Engineering,5343
E-Marketing Specialist,Brilliant Engineering,Entry Level,Marketing/PR/Advertising,5344
E-Marketing Specialist,Brilliant Engineering,Entry Level,Media/Journalism/Publishing,5345
Payroll Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Finance,5346
Payroll Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Financial Analysis,5347
Payroll Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Commerce,5348
Payroll Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Payroll Accounting,5349
Payroll Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounting/Finance,5350
Product Manager - (CNS Line),Delta Pharma Egypt,Manager,Pharmaceutical,5351
Product Manager - (CNS Line),Delta Pharma Egypt,Manager,Product Management,5352
Product Manager - (CNS Line),Delta Pharma Egypt,Manager,Marketing Strategies,5353
Product Manager - (CNS Line),Delta Pharma Egypt,Manager,Marketing Campaigns,5354
Product Manager - (CNS Line),Delta Pharma Egypt,Manager,Advertising,5355
Product Manager - (CNS Line),Delta Pharma Egypt,Manager,Public Relations (PR),5356
Product Manager - (CNS Line),Delta Pharma Egypt,Manager,Technical Marketing,5357
"Risk,Compliance & Governance Manager",The First Microfinance,Senior Management,Compliance,5358
"Risk,Compliance & Governance Manager",The First Microfinance,Senior Management,Legal,5359
"Risk,Compliance & Governance Manager",The First Microfinance,Senior Management,Administration,5360
"Risk,Compliance & Governance Manager",The First Microfinance,Senior Management,Administration,5361
"Risk,Compliance & Governance Manager",The First Microfinance,Senior Management,Legal,5362
"Risk,Compliance & Governance Manager",The First Microfinance,Senior Management,Operations/Management,5363
Quality Coordinator,Atheel CC,Entry Level,Microsoft Excel,5364
Quality Coordinator,Atheel CC,Entry Level,Microsoft PowerPoint,5365
Quality Coordinator,Atheel CC,Entry Level,Call Center,5366
Quality Coordinator,Atheel CC,Entry Level,Quality Assurance,5367
Quality Coordinator,Atheel CC,Entry Level,Customer Service/Support,5368
Quality Coordinator,Atheel CC,Entry Level,Quality,5369
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,Computer Science,5370
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,Software Development,5371
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,Angular,5372
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,Web API,5373
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,ReactJS,5374
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,Agile,5375
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,.Net core,5376
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,GitLab,5377
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,GitHub,5378
Senior Software Developer (.Net Core + Angular),CrossWorkers,Experienced,Unit Test,5379
Digital Media Buyer,SHNAG Architects,Experienced,Digital Marketing,5380
Digital Media Buyer,SHNAG Architects,Experienced,Content Writing,5381
Digital Media Buyer,SHNAG Architects,Experienced,Media Channels,5382
Digital Media Buyer,SHNAG Architects,Experienced,Google Adwords,5383
Digital Media Buyer,SHNAG Architects,Experienced,Media Buying,5384
Digital Media Buyer,SHNAG Architects,Experienced,SEO,5385
Digital Media Buyer,SHNAG Architects,Experienced,Marketing/PR/Advertising,5386
Sales Manager - Real Estate,Aqar Vision,Senior Management,Sales Target,5387
Sales Manager - Real Estate,Aqar Vision,Senior Management,Sales Manager,5388
Sales Manager - Real Estate,Aqar Vision,Senior Management,Sales Skills,5389
Sales Manager - Real Estate,Aqar Vision,Senior Management,Business Administration,5390
Sales Manager - Real Estate,Aqar Vision,Senior Management,People Management,5391
Sales Manager - Real Estate,Aqar Vision,Senior Management,Sales/Retail,5392
Senior Graphic Designer,CrossWorkers,Experienced,Adobe Illustrator,5393
Senior Graphic Designer,CrossWorkers,Experienced,Adobe Photoshop,5394
Senior Graphic Designer,CrossWorkers,Experienced,Computer Science,5395
Senior Graphic Designer,CrossWorkers,Experienced,Software Development,5396
Senior Graphic Designer,CrossWorkers,Experienced,Adobe XD,5397
Senior Graphic Designer,CrossWorkers,Experienced,Communication Skills,5398
Senior Graphic Designer,CrossWorkers,Experienced,Figma,5399
Senior Graphic Designer,CrossWorkers,Experienced,Wireframe,5400
Business Development Specialist,SHNAG Architects,Experienced,Customer Support,5401
Business Development Specialist,SHNAG Architects,Experienced,Customer Care,5402
Business Development Specialist,SHNAG Architects,Experienced,Architecture,5403
Business Development Specialist,SHNAG Architects,Experienced,Design,5404
Business Development Specialist,SHNAG Architects,Experienced,Sales Skills,5405
Business Development Specialist,SHNAG Architects,Experienced,Sales Target,5406
Business Development Specialist,SHNAG Architects,Experienced,Construction,5407
Business Development Specialist,SHNAG Architects,Experienced,Adobe Photoshop,5408
Business Development Specialist,SHNAG Architects,Experienced,English,5409
Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Finance,5410
Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounts Receivable,5411
Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Financial Analysis,5412
Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Business Management,5413
Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounting/Finance,5414
Assistant Branch Manager - Retail Store (Tanta),QUATTRO,Experienced,Sales Target,5415
Assistant Branch Manager - Retail Store (Tanta),QUATTRO,Experienced,Customer Service,5416
Assistant Branch Manager - Retail Store (Tanta),QUATTRO,Experienced,Retail,5417
Assistant Branch Manager - Retail Store (Tanta),QUATTRO,Experienced,Customer Service/Support,5418
Assistant Branch Manager - Retail Store (Tanta),QUATTRO,Experienced,Sales/Retail,5419
Network Engineer,Master Linux,Experienced,Network Administration,5420
Network Engineer,Master Linux,Experienced,Cisco,5421
Network Engineer,Master Linux,Experienced,Computer Science,5422
Network Engineer,Master Linux,Experienced,Routing,5423
Network Engineer,Master Linux,Experienced,Web Operation,5424
Network Engineer,Master Linux,Experienced,Networking,5425
Network Engineer,Master Linux,Experienced,Network security,5426
Network Engineer,Master Linux,Experienced,Information Technology (IT),5427
Sales Representative - Retail Store (Mansoura),QUATTRO,Entry Level,Sales Skills,5428
Sales Representative - Retail Store (Mansoura),QUATTRO,Entry Level,Sales Target,5429
Sales Representative - Retail Store (Mansoura),QUATTRO,Entry Level,Customer Service,5430
Sales Representative - Retail Store (Mansoura),QUATTRO,Entry Level,Retail,5431
Sales Representative - Retail Store (Mansoura),QUATTRO,Entry Level,Customer Service/Support,5432
Sales Representative - Retail Store (Mansoura),QUATTRO,Entry Level,Sales/Retail,5433
Sales Representative - Retail Store (Mansoura),QUATTRO,Entry Level,Fashion,5434
Payable Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounting,5435
Payable Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounts Payable,5436
Payable Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Finance,5437
Payable Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Financial Analysis,5438
Payable Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Business Management,5439
Payable Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Experienced,Accounting/Finance,5440
Warehouse Controller.,PICO Engineering Group,Experienced,Warehouse,5441
Warehouse Controller.,PICO Engineering Group,Experienced,Warehousing,5442
Warehouse Controller.,PICO Engineering Group,Experienced,Supply Chain,5443
Warehouse Controller.,PICO Engineering Group,Experienced,Logistics,5444
Warehouse Controller.,PICO Engineering Group,Experienced,Logistics/Supply Chain,5445
Retail Area Manager - Mansoura,QUATTRO,Manager,Retail Manager,5446
Retail Area Manager - Mansoura,QUATTRO,Manager,Operations,5447
Retail Area Manager - Mansoura,QUATTRO,Manager,Customer Support,5448
Retail Area Manager - Mansoura,QUATTRO,Manager,Area Manager,5449
Retail Area Manager - Mansoura,QUATTRO,Manager,Customer Service/Support,5450
Retail Area Manager - Mansoura,QUATTRO,Manager,Operations/Management,5451
Retail Area Manager - Mansoura,QUATTRO,Manager,Sales/Retail,5452
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Microsoft Office,5453
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Office Management,5454
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Front Office,5455
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Hotels,5456
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Hospitality,5457
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Secretary,5458
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Microsoft Excel,5459
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Microsoft Word,5460
Front Office Manager (Hotels) Alexandria,Paradise Inn Hotels & Resorts,Manager,Customer Service,5461
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Finance,5462
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Financial Management,5463
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Financial Analysis,5464
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Commerce,5465
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Accounting Management,5466
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Chief Accounting,5467
Chief Accountant - Receivable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Financial Planning,5468
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Fullstack,5469
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Spring,5470
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Ionic,5471
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Backend,5472
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Computer Science,5473
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Software Engineering,5474
