Title,Company,Level,Skills,JobID
Indoor Sales Representative,EVA Cosmetics,Entry Level,Sales Skills,29360
Indoor Sales Representative,EVA Cosmetics,Entry Level,Indoor Sales,29361
Indoor Sales Representative,EVA Cosmetics,Entry Level,Sales Target,29362
Indoor Sales Representative,EVA Cosmetics,Entry Level,English,29363
Indoor Sales Representative,EVA Cosmetics,Entry Level,Pharmacy,29364
Indoor Sales Representative,EVA Cosmetics,Entry Level,R&D/Science,29365
Indoor Sales Representative,EVA Cosmetics,Entry Level,Sales/Retail,29366
Marketing Executive,International Business Systems I.B.S.,Entry Level,Advertising,29367
Marketing Executive,International Business Systems I.B.S.,Entry Level,Marketing Agency,29368
Marketing Executive,International Business Systems I.B.S.,Entry Level,Design,29369
Marketing Executive,International Business Systems I.B.S.,Entry Level,Media,29370
Marketing Executive,International Business Systems I.B.S.,Entry Level,PR,29371
Marketing Executive,International Business Systems I.B.S.,Entry Level,Sales,29372
Marketing Executive,International Business Systems I.B.S.,Entry Level,Brand Management,29373
Marketing Executive,International Business Systems I.B.S.,Entry Level,Content,29374
Marketing Executive,International Business Systems I.B.S.,Entry Level,Copy Writing,29375
Marketing Executive,International Business Systems I.B.S.,Entry Level,Digital Marketing,29376
Field Training Coordinator ( Borg...,Abt Associates,Experienced,Training,29377
Field Training Coordinator ( Borg...,Abt Associates,Experienced,Agricultural Development,29378
Field Training Coordinator ( Borg...,Abt Associates,Experienced,Agriculture,29379
Field Training Coordinator ( Borg...,Abt Associates,Experienced,Agribusiness,29380
Field Training Coordinator ( Borg...,Abt Associates,Experienced,Administration,29381
Field Training Coordinator ( Borg...,Abt Associates,Experienced,Training/Instructor,29382
Graphic Designer,Confidential,Experienced,Adobe Illustrator,29383
Graphic Designer,Confidential,Experienced,In design,29384
Graphic Designer,Confidential,Experienced,Graphic Designing,29385
Graphic Designer,Confidential,Experienced,Fine Arts,29386
Graphic Designer,Confidential,Experienced,3D Max,29387
Graphic Designer,Confidential,Experienced,Communication,29388
Graphic Designer,Confidential,Experienced,Creative/Design/Art,29389
Technical Support Specialist,Premium Card,Experienced,Males Only,29390
Technical Support Specialist,Premium Card,Experienced,Technical Support,29391
Technical Support Specialist,Premium Card,Experienced,Installing,29392
Technical Support Specialist,Premium Card,Experienced,Configuring,29393
Technical Support Specialist,Premium Card,Experienced,Computer Science,29394
Technical Support Specialist,Premium Card,Experienced,MCSA,29395
Technical Support Specialist,Premium Card,Experienced,CCNA,29396
Technical Support Specialist,Premium Card,Experienced,Information Technology (IT),29397
Technical Support Specialist,Premium Card,Experienced,Maintenance,29398
Costing Section Head,Elsewedy industries,Manager,Financial Analysis,29399
Costing Section Head,Elsewedy industries,Manager,Costing,29400
Costing Section Head,Elsewedy industries,Manager,Reporting,29401
Costing Section Head,Elsewedy industries,Manager,Accounting,29402
Costing Section Head,Elsewedy industries,Manager,Financial Management,29403
Costing Section Head,Elsewedy industries,Manager,Commerce,29404
Costing Section Head,Elsewedy industries,Manager,Microsoft Office,29405
Costing Section Head,Elsewedy industries,Manager,Accounting/Finance,29406
Field Training Coordinator (Menufia),Abt Associates,Experienced,Capacity Building,29407
Field Training Coordinator (Menufia),Abt Associates,Experienced,Civil Society,29408
Field Training Coordinator (Menufia),Abt Associates,Experienced,Administration,29409
Field Training Coordinator (Menufia),Abt Associates,Experienced,Agriculture,29410
Field Training Coordinator (Menufia),Abt Associates,Experienced,Agribusiness,29411
Field Training Coordinator (Menufia),Abt Associates,Experienced,English,29412
Field Training Coordinator (Menufia),Abt Associates,Experienced,Administration,29413
Field Training Coordinator (Menufia),Abt Associates,Experienced,Training/Instructor,29414
Field Training Coordinator (Beheira),Abt Associates,Experienced,Capacity Building,29415
Field Training Coordinator (Beheira),Abt Associates,Experienced,Civil Society,29416
Field Training Coordinator (Beheira),Abt Associates,Experienced,Administration,29417
Field Training Coordinator (Beheira),Abt Associates,Experienced,USAID,29418
Field Training Coordinator (Beheira),Abt Associates,Experienced,Agriculture,29419
Field Training Coordinator (Beheira),Abt Associates,Experienced,Agribusiness,29420
Field Training Coordinator (Beheira),Abt Associates,Experienced,English,29421
Field Training Coordinator (Beheira),Abt Associates,Experienced,Administration,29422
Field Training Coordinator (Beheira),Abt Associates,Experienced,Training/Instructor,29423
Warehouse Manager - Fayoum,Ibn Sina Pharma,Entry Level,Logistics,29424
Warehouse Manager - Fayoum,Ibn Sina Pharma,Entry Level,Pharmaceutical Sciences,29425
Warehouse Manager - Fayoum,Ibn Sina Pharma,Entry Level,Supply Chain Management,29426
